,Unnamed: 0,TWEET_ID,USER_ID,TWEET_TEXT,AUTHOR_COVID,AUTHOR_SYMPTOMS,FAMILY,FAMILY_COVID,FAMILY_SYMPTOMS,TWEET_TEXT_PROCESSED,HASHTAGS,POS,DUPLICATE,NON_ENGLISH,IF,COVID,TWEET_TEXT_PROCESSED_POSTAGGED
265,265,1246563843628728320,494874699,"@caz_foster My daughter who lives in London is convinced she had it, really poorly all the symptoms including loss of taste and smell too",0,0,1,0,1,"my daughter who lives in london is convinced she had it, really poorly all the symptoms including loss of taste and smell too",[],daughter_NN who_WP lives_VBZ in_IN london_NN is_VBZ convinced_VBN she_PRP had_VBD it_PRP really_RB poorly_RB all_PDT the_DT symptoms_NNS including_VBG loss_NN of_IN taste_NN and_CC smell_NN too_RB,False,False,False,False,"my daughter who lives in london is convinced she had it, really poorly all the symptoms including loss of taste and smell too daughter_NN who_WP lives_VBZ in_IN london_NN is_VBZ convinced_VBN she_PRP had_VBD it_PRP really_RB poorly_RB all_PDT the_DT symptoms_NNS including_VBG loss_NN of_IN taste_NN and_CC smell_NN too_RB"
266,266,1242180721105686528,767362,"Mum has tonight been tested positive for COVID-19 - - have just been told. She's critical right now, in full isolation in Lewisham Hospital, no visitors etc etc. Needless to say, I'm in bits some 300 miles away... Forgive me if I go quiet fur a bit. :'-(",0,0,1,1,0,"mum has tonight been tested positive for covid-19 - - have just been told. she is critical right now, in full isolation in lewisham hospital, no visitors etc etc. needless to say, i am in bits some 300 miles away. forgive me if i go quiet fur a bit. :'-(",[],mum_NN has_VBZ tonight_VBN been_VBN tested_VBN positive_JJ for_IN covid_JJ 19_CD have_VB just_RB been_VBN told_VBN she_PRP is_VBZ critical_JJ right_RB now_RB in_IN full_JJ isolation_NN in_IN lewisham_JJ hospital_NN no_DT visitors_NNS etc_VBP etc_NN needless_JJ to_TO say_VB i_VB am_VBP in_IN bits_NNS some_DT 300_CD miles_NNS away_RB forgive_VB me_PRP if_IN i_VBN go_VBP quiet_JJ fur_NN a_DT bit_NN,False,False,False,True,"mum has tonight been tested positive for covid-19 - - have just been told. she is critical right now, in full isolation in lewisham hospital, no visitors etc etc. needless to say, i am in bits some 300 miles away. forgive me if i go quiet fur a bit. :'-( mum_NN has_VBZ tonight_VBN been_VBN tested_VBN positive_JJ for_IN covid_JJ 19_CD have_VB just_RB been_VBN told_VBN she_PRP is_VBZ critical_JJ right_RB now_RB in_IN full_JJ isolation_NN in_IN lewisham_JJ hospital_NN no_DT visitors_NNS etc_VBP etc_NN needless_JJ to_TO say_VB i_VB am_VBP in_IN bits_NNS some_DT 300_CD miles_NNS away_RB forgive_VB me_PRP if_IN i_VBN go_VBP quiet_JJ fur_NN a_DT bit_NN"
267,267,1251825615440957440,1169580280660865024,"@MattHancock Tell my wife who is ill after working on a Covid ward. Not tested.
Shouldn’t have been there her Trust knew she already had a comprised respiratory illness, Asthma with steroidal treatment &amp; previous hospitalisations. Her redeploy filled by others of a snr band. Lamb to slaughter",0,0,1,0,0,"tell my wife who is ill after working on a covid ward. not tested. should not have been there her trust knew she already had a comprised respiratory illness, asthma with steroidal treatment  previous hospitalisations. her redeploy filled by others of a snr band. lamb to slaughter",[],tell_VB wife_NN who_WP is_VBZ ill_RB after_IN working_VBG on_IN a_DT covid_JJ ward_NN not_RB tested_VBN should_MD not_RB have_VB been_VBN there_EX trust_NN knew_VB she_PRP already_RB had_VBD a_DT comprised_JJ respiratory_NN illness_NN asthma_NN with_IN steroidal_JJ treatment_NN previous_JJ hospitalisations_NNS redeploy_NN filled_VBN by_IN others_NNS of_IN a_DT snr_JJ band_NN lamb_NN to_TO slaughter_VB,False,False,False,True,"tell my wife who is ill after working on a covid ward. not tested. should not have been there her trust knew she already had a comprised respiratory illness, asthma with steroidal treatment  previous hospitalisations. her redeploy filled by others of a snr band. lamb to slaughter tell_VB wife_NN who_WP is_VBZ ill_RB after_IN working_VBG on_IN a_DT covid_JJ ward_NN not_RB tested_VBN should_MD not_RB have_VB been_VBN there_EX trust_NN knew_VB she_PRP already_RB had_VBD a_DT comprised_JJ respiratory_NN illness_NN asthma_NN with_IN steroidal_JJ treatment_NN previous_JJ hospitalisations_NNS redeploy_NN filled_VBN by_IN others_NNS of_IN a_DT snr_JJ band_NN lamb_NN to_TO slaughter_VB"
268,268,1339227044845154307,53724802,@MoriartyProfJ @amanda_mandyrj I had flu last Christmas and my husband didn't.  I'm also sure I had Covid in March and my husband didn't.,1,0,1,0,0,i had flu last christmas and my husband did not. i am also sure i had covid in march and my husband did not.,[],i_NN had_VBD flu_VBN last_JJ christmas_NN and_CC husband_NN did_VBD not_RB i_VB am_VBP also_RB sure_JJ i_NN had_VBD covid_VBN in_IN march_NN and_CC husband_NN did_VBD not_RB,False,False,False,True,i had flu last christmas and my husband did not. i am also sure i had covid in march and my husband did not. i_NN had_VBD flu_VBN last_JJ christmas_NN and_CC husband_NN did_VBD not_RB i_VB am_VBP also_RB sure_JJ i_NN had_VBD covid_VBN in_IN march_NN and_CC husband_NN did_VBD not_RB
269,269,1294552589326057474,133195190,"My #COVID19 update from yesterday (I was too tired last night).
Inc R and weekly PHE surveillance report. 
https://t.co/doV8T3djBr",0,0,0,0,0,my #covid19 update from yesterday (i was too tired last night). inc r and weekly phe surveillance report. ,['#COVID19'],#covid19_JJ update_NN from_IN yesterday_NN i_NN was_VBD too_RB tired_VBN last_JJ night_NN inc_JJ r_NN and_CC weekly_JJ phe_NN surveillance_NN report_NN,False,False,False,True,my #covid19 update from yesterday (i was too tired last night). inc r and weekly phe surveillance report.  #covid19_JJ update_NN from_IN yesterday_NN i_NN was_VBD too_RB tired_VBN last_JJ night_NN inc_JJ r_NN and_CC weekly_JJ phe_NN surveillance_NN report_NN
270,270,1308867286724468745,114309025,My eldest son tested positive for #covid yesterday. During the summer he has seen his friends and had some element of normality whilst sticking to the rules. He’s been back at college for 2 weeks and tested positive #coronavirusuk,0,0,1,1,0,my eldest son tested positive for #covid yesterday. during the summer he has seen his friends and had some element of normality whilst sticking to the rules. he is been back at college for 2 weeks and tested positive #coronavirusuk,"['#covid', '#coronavirusuk']",eldest_JJS son_NN tested_VBD positive_JJ for_IN #covid_NN yesterday_NN during_IN the_DT summer_NN he_PRP has_VBZ seen_VBN friends_NNS and_CC had_VBD some_DT element_NN of_IN normality_NN whilst_NN sticking_VBG to_TO the_DT rules_NNS he_PRP is_VBZ been_VBN back_RB at_IN college_NN for_IN 2_CD weeks_NNS and_CC tested_VBD positive_JJ #coronavirusuk_NN,False,False,False,True,my eldest son tested positive for #covid yesterday. during the summer he has seen his friends and had some element of normality whilst sticking to the rules. he is been back at college for 2 weeks and tested positive #coronavirusuk eldest_JJS son_NN tested_VBD positive_JJ for_IN #covid_NN yesterday_NN during_IN the_DT summer_NN he_PRP has_VBZ seen_VBN friends_NNS and_CC had_VBD some_DT element_NN of_IN normality_NN whilst_NN sticking_VBG to_TO the_DT rules_NNS he_PRP is_VBZ been_VBN back_RB at_IN college_NN for_IN 2_CD weeks_NNS and_CC tested_VBD positive_JJ #coronavirusuk_NN
271,271,1276858280090972162,1271019342298263552,"@BorisJohnson I have lost my wife to Covid and need answers.I have a few simple questions I would like to ask you. As my PM
Could you take a little time to help me get these questions put to rest. In doing so let me start to grieve 
Thank you.",0,0,1,1,0,i have lost my wife to covid and need answers.i have a few simple questions i would like to ask you. as my pm could you take a little time to help me get these questions put to rest. in doing so let me start to grieve thank you.,[],i_NNS have_VBP lost_VBN wife_NN to_TO covid_VB and_CC need_VB answers_NNS i_NNS have_VBP a_DT few_JJ simple_JJ questions_NNS i_VBP would_MD like_VB to_TO ask_VB you_PRP as_IN pm_NN could_MD you_PRP take_VB a_DT little_JJ time_NN to_TO help_VB me_PRP get_VB these_DT questions_NNS put_VBD to_TO rest_VB in_IN doing_VBG so_RB let_VB me_PRP start_VB to_TO grieve_VB thank_NN you_PRP,False,False,False,True,i have lost my wife to covid and need answers.i have a few simple questions i would like to ask you. as my pm could you take a little time to help me get these questions put to rest. in doing so let me start to grieve thank you. i_NNS have_VBP lost_VBN wife_NN to_TO covid_VB and_CC need_VB answers_NNS i_NNS have_VBP a_DT few_JJ simple_JJ questions_NNS i_VBP would_MD like_VB to_TO ask_VB you_PRP as_IN pm_NN could_MD you_PRP take_VB a_DT little_JJ time_NN to_TO help_VB me_PRP get_VB these_DT questions_NNS put_VBD to_TO rest_VB in_IN doing_VBG so_RB let_VB me_PRP start_VB to_TO grieve_VB thank_NN you_PRP
272,272,1240802816266063878,222275273,Wow 7 years ago .. when all the #covid is over I promise to replicate this pic with all my girls x https://t.co/82MWEC0xFN,0,0,0,0,0,wow 7 years ago .. when all the #covid is over i promise to replicate this pic with all my girls x ,['#covid'],wow_JJ 7_CD years_NNS ago_RB .._VBD when_WRB all_PDT the_DT #covid_NNP is_VBZ over_IN i_JJ promise_NN to_TO replicate_VB this_DT pic_NN with_IN all_DT girls_NNS x_VBP,False,False,False,True,wow 7 years ago .. when all the #covid is over i promise to replicate this pic with all my girls x  wow_JJ 7_CD years_NNS ago_RB .._VBD when_WRB all_PDT the_DT #covid_NNP is_VBZ over_IN i_JJ promise_NN to_TO replicate_VB this_DT pic_NN with_IN all_DT girls_NNS x_VBP
273,273,1254863062626185222,2251822526,Key worker or their family with covid symptoms? In #Grimsby area? We have additional testing available for you for next three days. Please read link @MartinVickers @lia_nici @CXNELC @NELCouncil @GrimsbyLive @looknorthBBC @RadioHumberside #HumberLRF https://t.co/6ICVYZzc9s,0,0,0,0,0,key worker or their family with covid symptoms? in #grimsby area? we have additional testing available for you for next three days. please read link martinvickers lia_nici cxnelc nelcouncil grimsbylive looknorthbbc radiohumberside #humberlrf ,"['#Grimsby', '#HumberLRF']",key_JJ worker_NN or_CC family_NN with_IN covid_NN symptoms_NNS in_IN #grimsby_NNP area_NN we_PRP have_VBP additional_JJ testing_NN available_JJ for_IN you_PRP for_IN next_JJ three_CD days_NNS please_NN read_JJ link_NN martinvickers_NNS lia_nici_VBP cxnelc_JJ nelcouncil_RB grimsbylive_JJ looknorthbbc_NN radiohumberside_NN #humberlrf_NN,False,False,False,True,key worker or their family with covid symptoms? in #grimsby area? we have additional testing available for you for next three days. please read link martinvickers lia_nici cxnelc nelcouncil grimsbylive looknorthbbc radiohumberside #humberlrf  key_JJ worker_NN or_CC family_NN with_IN covid_NN symptoms_NNS in_IN #grimsby_NNP area_NN we_PRP have_VBP additional_JJ testing_NN available_JJ for_IN you_PRP for_IN next_JJ three_CD days_NNS please_NN read_JJ link_NN martinvickers_NNS lia_nici_VBP cxnelc_JJ nelcouncil_RB grimsbylive_JJ looknorthbbc_NN radiohumberside_NN #humberlrf_NN
274,274,1287830152752304131,46939498,@ismyCAPplaying @PlanetFPLPod @niuton_dj @sujanshah @SkyPlayerInFPL 447th nightmare mate. I blame COVID,0,0,0,0,0,447th nightmare mate. i blame covid,[],447th_CD nightmare_JJ mate_NN i_JJ blame_NN covid_NN,False,False,False,True,447th nightmare mate. i blame covid 447th_CD nightmare_JJ mate_NN i_JJ blame_NN covid_NN
275,275,1246477382854246403,730364506157789185,"@jasonleitch I have had covid 19 for over 2 weeks. Am I safe to visit my family who have recovered ?
 X",1,0,1,1,0,i have had covid 19 for over 2 weeks. am i safe to visit my family who have recovered ? x,[],i_NN have_VBP had_VBN covid_VBN 19_CD for_IN over_IN 2_CD weeks_NNS am_VBP i_JJ safe_JJ to_TO visit_VB family_NN who_WP have_VBP recovered_VBN x_NN,False,False,False,True,i have had covid 19 for over 2 weeks. am i safe to visit my family who have recovered ? x i_NN have_VBP had_VBN covid_VBN 19_CD for_IN over_IN 2_CD weeks_NNS am_VBP i_JJ safe_JJ to_TO visit_VB family_NN who_WP have_VBP recovered_VBN x_NN
276,276,1244197117230551041,359404694,@DrDavidMcGill @bjemec Likewise. Feel more settled on my covid confirmed ward where I can help than at home thinking 'I should be at work helping'.,0,0,0,0,0,likewise. feel more settled on my covid confirmed ward where i can help than at home thinking 'i should be at work helping'.,[],likewise_RB feel_VB more_JJR settled_VBN on_IN covid_NN confirmed_VBN ward_IN where_WRB i_NN can_MD help_VB than_IN at_IN home_NN thinking_VBG i_NN should_MD be_VB at_IN work_NN helping_VBG,False,False,False,True,likewise. feel more settled on my covid confirmed ward where i can help than at home thinking 'i should be at work helping'. likewise_RB feel_VB more_JJR settled_VBN on_IN covid_NN confirmed_VBN ward_IN where_WRB i_NN can_MD help_VB than_IN at_IN home_NN thinking_VBG i_NN should_MD be_VB at_IN work_NN helping_VBG
277,277,1241070754600493056,4577235855,Day 4 following #covid19 symptoms - only mild headache remains - no further fever - house still in full lockdown other than one dog walk with kids per day - avoiding people. Strict handwashing in house - cleaning b'rooms etc - spouse has mild symptoms now too https://t.co/JpGe3CVFF9,0,1,0,0,0,day 4 following #covid19 symptoms - only mild headache remains - no further fever - house still in full lockdown other than one dog walk with kids per day - avoiding people. strict handwashing in house - cleaning b'rooms etc - spouse has mild symptoms now too ,['#covid19'],day_NN 4_CD following_VBG #covid19_NN symptoms_NNS only_RB mild_JJ headache_NN remains_VBZ no_DT further_JJ fever_RB house_NN still_RB in_IN full_JJ lockdown_NN other_JJ than_IN one_CD dog_NN walk_NN with_IN kids_NNS per_IN day_NN avoiding_VBG people_NNS strict_JJ handwashing_NN in_IN house_NN cleaning_NN b'rooms_NNS etc_VBP spouse_NN has_VBZ mild_VBN symptoms_NNS now_RB too_RB,False,False,False,True,day 4 following #covid19 symptoms - only mild headache remains - no further fever - house still in full lockdown other than one dog walk with kids per day - avoiding people. strict handwashing in house - cleaning b'rooms etc - spouse has mild symptoms now too  day_NN 4_CD following_VBG #covid19_NN symptoms_NNS only_RB mild_JJ headache_NN remains_VBZ no_DT further_JJ fever_RB house_NN still_RB in_IN full_JJ lockdown_NN other_JJ than_IN one_CD dog_NN walk_NN with_IN kids_NNS per_IN day_NN avoiding_VBG people_NNS strict_JJ handwashing_NN in_IN house_NN cleaning_NN b'rooms_NNS etc_VBP spouse_NN has_VBZ mild_VBN symptoms_NNS now_RB too_RB
278,278,1236218780704964609,21903377,I have a virus that is presumably not coronavirus but I have lost my voice and got marge simpsons voice and my chest hurts and is full of taffy and my asthma is bad and I have LOADS of nightmares when I sleep ugh fuck help this is awful,0,0,0,0,0,i have a virus that is presumably not coronavirus but i have lost my voice and got marge simpsons voice and my chest hurts and is full of taffy and my asthma is bad and i have loads of nightmares when i sleep ugh fuck help this is awful,[],i_NNS have_VBP a_DT virus_NN that_WDT is_VBZ presumably_RB not_RB coronavirus_VB but_CC i_NNS have_VBP lost_VBN voice_NN and_CC got_VBD marge_JJ simpsons_NNS voice_NN and_CC chest_NN hurts_NNS and_CC is_VBZ full_JJ of_IN taffy_NN and_CC asthma_NN is_VBZ bad_JJ and_CC i_NNS have_VBP loads_NNS of_IN nightmares_NNS when_WRB i_JJ sleep_VBP ugh_JJ fuck_NN help_NN this_DT is_VBZ awful_JJ,False,False,False,True,i have a virus that is presumably not coronavirus but i have lost my voice and got marge simpsons voice and my chest hurts and is full of taffy and my asthma is bad and i have loads of nightmares when i sleep ugh fuck help this is awful i_NNS have_VBP a_DT virus_NN that_WDT is_VBZ presumably_RB not_RB coronavirus_VB but_CC i_NNS have_VBP lost_VBN voice_NN and_CC got_VBD marge_JJ simpsons_NNS voice_NN and_CC chest_NN hurts_NNS and_CC is_VBZ full_JJ of_IN taffy_NN and_CC asthma_NN is_VBZ bad_JJ and_CC i_NNS have_VBP loads_NNS of_IN nightmares_NNS when_WRB i_JJ sleep_VBP ugh_JJ fuck_NN help_NN this_DT is_VBZ awful_JJ
279,279,1307564870502682624,1029444240168902657,"i see the point however children, especially young children, do not always have these symptoms and are covid positive https://t.co/xYA7xJaViY",0,0,0,0,0,"i see the point however children, especially young children, do not always have these symptoms and are covid positive ",[],i_NN see_VBP the_DT point_NN however_RB children_NNS especially_RB young_JJ children_NNS do_VBP not_RB always_RB have_VBP these_DT symptoms_NNS and_CC are_VBP covid_JJ positive_JJ,False,False,False,True,"i see the point however children, especially young children, do not always have these symptoms and are covid positive  i_NN see_VBP the_DT point_NN however_RB children_NNS especially_RB young_JJ children_NNS do_VBP not_RB always_RB have_VBP these_DT symptoms_NNS and_CC are_VBP covid_JJ positive_JJ"
280,280,1265282027743567874,2402139355,"@DarrenG_Henry Darren if I or anyone in my household starta displaying symptoms of covid should I self isolate or drive 200 miles to see my parents?
Do you think Boris and the government have failed the people of Broxtowe. I do.",0,0,0,0,0,darren if i or anyone in my household starta displaying symptoms of covid should i self isolate or drive 200 miles to see my parents? do you think boris and the government have failed the people of broxtowe. i do.,[],darren_NN if_IN i_NN or_CC anyone_NN in_IN household_NN starta_NN displaying_VBG symptoms_NNS of_IN covid_NN should_MD i_VB self_PRP isolate_JJ or_CC drive_JJ 200_CD miles_NNS to_TO see_VB parents_NNS do_VBP you_PRP think_VB boris_NNS and_CC the_DT government_NN have_VBP failed_VBN the_DT people_NNS of_IN broxtowe_NN i_NN do_VBP,False,False,False,True,darren if i or anyone in my household starta displaying symptoms of covid should i self isolate or drive 200 miles to see my parents? do you think boris and the government have failed the people of broxtowe. i do. darren_NN if_IN i_NN or_CC anyone_NN in_IN household_NN starta_NN displaying_VBG symptoms_NNS of_IN covid_NN should_MD i_VB self_PRP isolate_JJ or_CC drive_JJ 200_CD miles_NNS to_TO see_VB parents_NNS do_VBP you_PRP think_VB boris_NNS and_CC the_DT government_NN have_VBP failed_VBN the_DT people_NNS of_IN broxtowe_NN i_NN do_VBP
281,281,1328411761888948224,865286270,"My girlies have had a rubbish year, loosing a grandparent to #covid a grandparent being diagnosed with a terminal illness and adapting to a new normal. They asked to put the Christmas tree up, of course mummy couldn’t say no 🎄🎅🏼❤️ #CountdowntoChristmas https://t.co/7WLGdQdItU",0,0,0,0,0,"my girlies have had a rubbish year, loosing a grandparent to #covid a grandparent being diagnosed with a terminal illness and adapting to a new normal. they asked to put the christmas tree up, of course mummy could not say no :christmas_tree::santa_claus_medium-light_skin_tone::red_heart: #countdowntochristmas ","['#covid', '#CountdowntoChristmas']",girlies_NNS have_VBP had_VBD a_DT rubbish_JJ year_NN loosing_VBG a_DT grandparent_NN to_TO #covid_VB a_DT grandparent_NN being_VBG diagnosed_VBN with_IN a_DT terminal_JJ illness_NN and_CC adapting_VBG to_TO a_DT new_JJ normal_JJ they_PRP asked_VBD to_TO put_VB the_DT christmas_NN tree_NN up_RB of_IN course_NN mummy_NN could_MD not_RB say_VB no_DT christmas_tree_JJ ::_IN santa_claus_medium-light_skin_tone_JJ ::_JJ red_heart_NN #countdowntochristmas_NN,False,False,False,True,"my girlies have had a rubbish year, loosing a grandparent to #covid a grandparent being diagnosed with a terminal illness and adapting to a new normal. they asked to put the christmas tree up, of course mummy could not say no :christmas_tree::santa_claus_medium-light_skin_tone::red_heart: #countdowntochristmas  girlies_NNS have_VBP had_VBD a_DT rubbish_JJ year_NN loosing_VBG a_DT grandparent_NN to_TO #covid_VB a_DT grandparent_NN being_VBG diagnosed_VBN with_IN a_DT terminal_JJ illness_NN and_CC adapting_VBG to_TO a_DT new_JJ normal_JJ they_PRP asked_VBD to_TO put_VB the_DT christmas_NN tree_NN up_RB of_IN course_NN mummy_NN could_MD not_RB say_VB no_DT christmas_tree_JJ ::_IN santa_claus_medium-light_skin_tone_JJ ::_JJ red_heart_NN #countdowntochristmas_NN"
282,282,1339944820287156231,341516938,"@DrTashaBarlow I had Covid? in March, I am just starting to feel LongCovid? is coming to an end.",1,0,0,0,0,"i had covid? in march, i am just starting to feel longcovid? is coming to an end.",[],i_NN had_VBD covid_VBN in_IN march_NN i_VB am_VBP just_RB starting_VBG to_TO feel_VB longcovid_RB is_VBZ coming_VBG to_TO an_DT end_NN,False,False,False,True,"i had covid? in march, i am just starting to feel longcovid? is coming to an end. i_NN had_VBD covid_VBN in_IN march_NN i_VB am_VBP just_RB starting_VBG to_TO feel_VB longcovid_RB is_VBZ coming_VBG to_TO an_DT end_NN"
283,283,1312818474587230214,28641565,"@WEIRDCHRISTMAS My dad had a lady friend over on his birthday, now turns out her lodger has covid. Watch this space",0,0,1,0,0,"my dad had a lady friend over on his birthday, now turns out her lodger has covid. watch this space",[],dad_NN had_VBD a_DT lady_JJ friend_NN over_IN on_IN birthday_NN now_RB turns_VBZ out_RP lodger_NN has_VBZ covid_VBN watch_VB this_DT space_NN,False,False,False,True,"my dad had a lady friend over on his birthday, now turns out her lodger has covid. watch this space dad_NN had_VBD a_DT lady_JJ friend_NN over_IN on_IN birthday_NN now_RB turns_VBZ out_RP lodger_NN has_VBZ covid_VBN watch_VB this_DT space_NN"
284,284,1239300990068760579,2945596691,"While you've all been covid-19 panic buying groceries, my dad's wake means we now have enough traybakes and madira cakes to last us a lifetime. Thank God for ulster protestants and our god given sweet tooth.",0,0,1,0,0,"while you have all been covid-19 panic buying groceries, my dad's wake means we now have enough traybakes and madira cakes to last us a lifetime. thank god for ulster protestants and our god given sweet tooth.",[],while_IN you_PRP have_VBP all_DT been_VBN covid_SYM 19_CD panic_JJ buying_NN groceries_NNS dad's_JJ wake_NN means_VBZ we_PRP now_RB have_VBP enough_JJ traybakes_NNS and_CC madira_NN cakes_NNS to_TO last_JJ us_PRP a_DT lifetime_NN thank_NN god_NN for_IN ulster_JJ protestants_NNS and_CC god_NN given_VBN sweet_JJ tooth_NNS,False,False,False,True,"while you have all been covid-19 panic buying groceries, my dad's wake means we now have enough traybakes and madira cakes to last us a lifetime. thank god for ulster protestants and our god given sweet tooth. while_IN you_PRP have_VBP all_DT been_VBN covid_SYM 19_CD panic_JJ buying_NN groceries_NNS dad's_JJ wake_NN means_VBZ we_PRP now_RB have_VBP enough_JJ traybakes_NNS and_CC madira_NN cakes_NNS to_TO last_JJ us_PRP a_DT lifetime_NN thank_NN god_NN for_IN ulster_JJ protestants_NNS and_CC god_NN given_VBN sweet_JJ tooth_NNS"
285,285,1242755580562944000,67916553,Nahhhhhhhh Covid-19 has forced me to have to wait a whole year until I get to see my husband @Harry_Styles on his #loveontour ☹️ livid is an understatement! I want to be reunited with my mannnnnnnnnnnn,0,0,0,0,0,nahhhhhhhh covid-19 has forced me to have to wait a whole year until i get to see my husband harry_styles on his #loveontour :frowning_face: livid is an understatement! i want to be reunited with my mannnnnnnnnnnn,['#loveontour'],nahhhhhhhh_NN covid_SYM 19_CD has_VBZ forced_VBN me_PRP to_TO have_VB to_TO wait_VB a_DT whole_JJ year_NN until_IN i_JJ get_VBP to_TO see_VB husband_NN harry_styles_NNS on_IN #loveontour_NN frowning_face_NN livid_NN is_VBZ an_DT understatement_JJ i_NN want_VBP to_TO be_VB reunited_VBN with_IN mannnnnnnnnnnn_NN,False,False,False,True,nahhhhhhhh covid-19 has forced me to have to wait a whole year until i get to see my husband harry_styles on his #loveontour :frowning_face: livid is an understatement! i want to be reunited with my mannnnnnnnnnnn nahhhhhhhh_NN covid_SYM 19_CD has_VBZ forced_VBN me_PRP to_TO have_VB to_TO wait_VB a_DT whole_JJ year_NN until_IN i_JJ get_VBP to_TO see_VB husband_NN harry_styles_NNS on_IN #loveontour_NN frowning_face_NN livid_NN is_VBZ an_DT understatement_JJ i_NN want_VBP to_TO be_VB reunited_VBN with_IN mannnnnnnnnnnn_NN
286,286,1303588829337726978,1244600409387302918,I had a dream last night that I was at the beach with lots of family and friends and I had covid symptoms and gave it to them all - IN MY DREAM. Anxiety is growing over all this again amid the latest news and scare headlines.,0,0,0,0,0,i had a dream last night that i was at the beach with lots of family and friends and i had covid symptoms and gave it to them all - in my dream. anxiety is growing over all this again amid the latest news and scare headlines.,[],i_NN had_VBD a_DT dream_NN last_JJ night_NN that_IN i_NN was_VBD at_IN the_DT beach_NN with_IN lots_NNS of_IN family_NN and_CC friends_NNS and_CC i_NN had_VBD covid_VBN symptoms_NNS and_CC gave_VBD it_PRP to_TO them_PRP all_DT in_IN dream_NN anxiety_NN is_VBZ growing_VBG over_IN all_PDT this_DT again_RB amid_IN the_DT latest_JJS news_NN and_CC scare_NN headlines_NNS,False,False,False,True,i had a dream last night that i was at the beach with lots of family and friends and i had covid symptoms and gave it to them all - in my dream. anxiety is growing over all this again amid the latest news and scare headlines. i_NN had_VBD a_DT dream_NN last_JJ night_NN that_IN i_NN was_VBD at_IN the_DT beach_NN with_IN lots_NNS of_IN family_NN and_CC friends_NNS and_CC i_NN had_VBD covid_VBN symptoms_NNS and_CC gave_VBD it_PRP to_TO them_PRP all_DT in_IN dream_NN anxiety_NN is_VBZ growing_VBG over_IN all_PDT this_DT again_RB amid_IN the_DT latest_JJS news_NN and_CC scare_NN headlines_NNS
287,287,1303806739486310406,485150843,After today’s Covid update it I am very apprehensive about going into work. My husband is high risk and we work with students ages 16-25. I was pretty confident about returning to work until today. #coronavirusuk #WearAMask #Covid19UK,0,0,1,0,0,after today’s covid update it i am very apprehensive about going into work. my husband is high risk and we work with students ages 16-25. i was pretty confident about returning to work until today. #coronavirusuk #wearamask #covid19uk,"['#coronavirusuk', '#WearAMask', '#Covid19UK']",after_IN today_NN ’_NNP s_NN covid_NN update_IN it_PRP i_VBZ am_VBP very_RB apprehensive_JJ about_IN going_VBG into_IN work_NN husband_NN is_VBZ high_JJ risk_NN and_CC we_PRP work_VBP with_IN students_NNS ages_NNS 16-25_JJ i_NN was_VBD pretty_RB confident_JJ about_IN returning_VBG to_TO work_VB until_IN today_NN #coronavirusuk_CC #wearamask_JJ #covid19uk_NN,False,False,False,True,after today’s covid update it i am very apprehensive about going into work. my husband is high risk and we work with students ages 16-25. i was pretty confident about returning to work until today. #coronavirusuk #wearamask #covid19uk after_IN today_NN ’_NNP s_NN covid_NN update_IN it_PRP i_VBZ am_VBP very_RB apprehensive_JJ about_IN going_VBG into_IN work_NN husband_NN is_VBZ high_JJ risk_NN and_CC we_PRP work_VBP with_IN students_NNS ages_NNS 16-25_JJ i_NN was_VBD pretty_RB confident_JJ about_IN returning_VBG to_TO work_VB until_IN today_NN #coronavirusuk_CC #wearamask_JJ #covid19uk_NN
288,288,1325410931699036160,18569771,"@SandraWeeden @Lins16298671 Covid tests are done throat and then nose

I've had around 3 dozen done on me, and performed around 2 thousand to date

Hope this helps

(PS - the bacteria in your nose and throat are yours, already inside your body, and will spread much quicker on their own than on your finger)",0,1,0,0,0,"covid tests are done throat and then nose i have had around 3 dozen done on me, and performed around 2 thousand to date hope this helps (ps - the bacteria in your nose and throat are yours, already inside your body, and will spread much quicker on their own than on your finger)",[],covid_NN tests_NNS are_VBP done_VBN throat_NN and_CC then_RB nose_RB i_NNS have_VBP had_VBN around_IN 3_CD dozen_NN done_VBN on_IN me_PRP and_CC performed_VBD around_IN 2_CD thousand_NN to_TO date_NN hope_NN this_DT helps_VBZ ps_JJ the_DT bacteria_NNS in_IN nose_NN and_CC throat_NN are_VBP yours_NNS already_RB inside_IN body_NN and_CC will_MD spread_VB much_RB quicker_JJR on_IN own_JJ than_IN on_IN finger_NN,False,False,False,True,"covid tests are done throat and then nose i have had around 3 dozen done on me, and performed around 2 thousand to date hope this helps (ps - the bacteria in your nose and throat are yours, already inside your body, and will spread much quicker on their own than on your finger) covid_NN tests_NNS are_VBP done_VBN throat_NN and_CC then_RB nose_RB i_NNS have_VBP had_VBN around_IN 3_CD dozen_NN done_VBN on_IN me_PRP and_CC performed_VBD around_IN 2_CD thousand_NN to_TO date_NN hope_NN this_DT helps_VBZ ps_JJ the_DT bacteria_NNS in_IN nose_NN and_CC throat_NN are_VBP yours_NNS already_RB inside_IN body_NN and_CC will_MD spread_VB much_RB quicker_JJR on_IN own_JJ than_IN on_IN finger_NN"
